Title,Rating,Votes,Duration,Storyline,content
La vallée des fous,6.4, (373),2h,"Passionate about sailing, Jean-Paul passes a difficult pass. He accumulates debts and moves away from his own. Determined to take his life into his own hands, he enrolled in Virtual Regatta the virtual race of the Vendée Globe. He puts himself in the conditions of a real skipper by insulating himself for 3 months on his boat in his garden - This trip like no other, will allow him to reconnect with his family but above all with himself.",la valle de fous passionate sailing jeanpaul pass difficult pas accumulates debt move away determined take life hand enrolled virtual regatta virtual race vende globe put condition real skipper insulating month boat garden trip like allow reconnect family
Enough for Now,7.4, (1.7K),1h 34m,Siblings bake coconut cubes dessert to lure eldest brother home. Time appears frozen. Ordinary summer days become extraordinary. Joyous spirit alleviates darkness. Brothers reunite through baking shared favorite treat.,enough sibling bake coconut cube dessert lure eldest brother home time appears frozen ordinary summer day become extraordinary joyous spirit alleviates darkness brother reunite baking shared favorite treat
White Courage,6.4, (755),1h 55m,"Two Highlander brothers, clash after their father's death. Andrzej meets Wolfram, an anthropologist. War erupts, Andrzej seeks Highlanders' cooperation with Germans, leading to a violent brotherly confrontation amidst wartime turmoil.",white courage two highlander brother clash father death andrzej meet wolfram anthropologist war erupts andrzej seek highlander cooperation german leading violent brotherly confrontation amidst wartime turmoil
BhamaKalapam 2,5.7, (308),2h 8m,"A wealthy hotelier disrupts Anupama's life. In retaliation, she puts together an imperfectly perfect team to pull off an elaborate heist at his luxurious hotel during a culinary competition.",bhamakalapam wealthy hotelier disrupts anupamas life retaliation put together imperfectly perfect team pull elaborate heist luxurious hotel culinary competition
The Moon Thieves,6.0, (332),1h 48m,Two young men become involved in a complicated crime involving antique watches.,moon thief two young men become involved complicated crime involving antique watch
Daft State,5.1, (100),Not Rated,"The mysterious psychological destruction of Easton, who is driven to the edge of sanity, and possible self-harm, by those that love him most-his wife and daughter.",daft state mysterious psychological destruction easton driven edge sanity possible selfharm love mosthis wife daughter
Black Men Don't Cheat,6.2, (52),1h 34m,A young woman's life is turned upside down when her perfect husband is brutally murdered and now she finds herself in grave danger.,black men cheat young woman life turned upside perfect husband brutally murdered find grave danger
Seeran,4.8, (18),2h 8m,"A man's family faces discrimination in their village due to caste. He leaves for the city, becomes wealthy, and returns to reclaim his position in the community.",seeran man family face discrimination village due caste leaf city becomes wealthy return reclaim position community
Yatra 2,6.2, (9.7K),2h 12m,"The life of the former Chief Minister of Andhra Pradesh, the late YS Rajasekhara Reddy.",yatra life former chief minister andhra pradesh late y rajasekhara reddy
Burning Butterflies,7.0, (118),1h 43m,"A Lovecraftian horror with jump-scare and gore elements, which will keep the audience to the edge of their seats with bated breath: it explores the uncertainty and absurdity of life unfolding a dark reality.",burning butterfly lovecraftian horror jumpscare gore element keep audience edge seat bated breath explores uncertainty absurdity life unfolding dark reality
Tango Bar,7.0, (17),1h 40m,"A haunting tale of Maria, a woman who dreams of becoming a model, only to find herself trapped in the world of sex trafficking at the Tango Bar. Surrounded by violence, Maria fights to survive while navigating the rules of her confinement.",tango bar haunting tale maria woman dream becoming model find trapped world sex trafficking tango bar surrounded violence maria fight survive navigating rule confinement
Influenza,3.5, (69),1h 38m,"Influencers do anything and everything to become more famous, but what if they have to risk their lives for it?",influenza influencers anything everything become famous risk life
Home Free,7.1, (40),1h 38m,"Three estranged sisters reunite for their parents' anniversary, only for their father to reveal he's dying from a brain tumor. His final wish for a perfect weekend together sparks a whirlwind of family secrets and conflict.",home free three estranged sister reunite parent anniversary father reveal dying brain tumor final wish perfect weekend together spark whirlwind family secret conflict
Stream,4.2, (66),1h 25m,"Craven, a streamer with thousands of followers on a live streaming platform, has prepared a very special stream for Halloween.",stream craven streamer thousand follower live streaming platform prepared special stream halloween
Charlie Chaplin: A Man of the World,6.5, (121),1h 30m,"An intimate look at Charlie Chaplin's life, delving into his family ties and Romani heritage that inspired his iconic Tramp character.",charlie chaplin man world intimate look charlie chaplin life delving family tie romani heritage inspired iconic tramp character
Killer Campout: Part II,5.1, (60),1h 33m,Teens attend wilderness therapy camp led by spiritual guide. Three metal fans accidentally resurrect a cannibalistic killer through satanic ritual. The murderer stalks and kills campers in Blackwell's woods.,killer campout part ii teen attend wilderness therapy camp led spiritual guide three metal fan accidentally resurrect cannibalistic killer satanic ritual murderer stalk kill camper blackwells wood
Mega Twisters,2.8, (81),1h 15m,"When AI-induced tornadoes ravage the UK, a tornado-chasing couple attempts to curb the chaos as a mercenary group tries to steal the technology.",mega twister aiinduced tornado ravage uk tornadochasing couple attempt curb chaos mercenary group try steal technology
Padatik,7.8, (132),2h 6m,"Mrinal Sen's journey from his struggling early days as an idealistic filmmaker during India's independence to his pivotal role in the Indian New Wave cinema movement in 1950s Calcutta, working alongside Satyajit Ray.",padatik mrinal sen journey struggling early day idealistic filmmaker india independence pivotal role indian new wave cinema movement calcutta working alongside satyajit ray
And So It Begins,6.6, (136),1h 53m,"Amid Filipino elections, a grassroots movement emerges to protect truth and democracy from growing threats. People unite in joyful acts of resistance, kindling hope while autocracy expands.",begin amid filipino election grassroots movement emerges protect truth democracy growing threat people unite joyful act resistance kindling hope autocracy expands
Just a Bit Outside: The Story of the 1982 Milwaukee Brewers,8.5, (231),2h,Records the highs and lows of a season that came close to winning the championship. Chronicles the 40-year love affair between a struggling blue-collar city and a perfectly matched blue-collar team.,bit outside story milwaukee brewer record high low season came close winning championship chronicle love affair struggling bluecollar city perfectly matched bluecollar team
The Pool,7.4, (47),1h 35m,"THE POOL is a stunning cinematic experience with a soundtrack that harks back to the 1960s. It speaks to the enduring power of community and our collective longing to find it, whoever we are and wherever we come from.",pool pool stunning cinematic experience soundtrack harks back speaks enduring power community collective longing find whoever wherever come
Daha Iyi Bir Yarin,4.7, (327),1h 48m,"Abandoned lover Ozan suffers, decides to commit state-sanctioned suicide but is rejected due to unknown Ekin's unrequited love. His quest: find Ekin, make her unlove him to legally end his life.",daha iyi bir yarin abandoned lover ozan suffers decides commit statesanctioned suicide rejected due unknown ekins unrequited love quest find ekin make unlove legally end life
Kummattikali,2.0, (98),2h 9m,"Dennis, a member of the Kummati Boys gang, gets caught up in crime with his friends in their coastal village. Mixing action, humor and friendship, the story features Lenaa as their maternal figure.",kummattikali dennis member kummati boy gang get caught crime friend coastal village mixing action humor friendship story feature lenaa maternal figure
Günesi Söndürmem Gerek,3.5, (255),1h 45m,"While Umut's life is going perfectly, she loses her lover (Anil) in an accident and has to deal with it. While she complains about her boring life, she doesn't even have time to be bored in her next life, and the bad events that follow turn her life upside down.",gnesi sndrmem gerek umuts life going perfectly loses lover anil accident deal complains boring life even time bored next life bad event follow turn life upside
Jurnal Risa by Risa Saraswati,4.4, (366),1h 32m,Risa is known to have supernatural abilities that enable her to communicate with supernatural beings. This film will present horror events packaged like Paranormal Activity.,jurnal risa risa saraswati risa known supernatural ability enable communicate supernatural being film present horror event packaged like paranormal activity
Freedom Way,8.1, (20),1h 23m,"Government laws threaten a startup, affecting nine lives. Co-founders fight to survive, a motorcyclist loses his job, a doctor faces moral dilemmas, and police partners confront opposing choices.",freedom way government law threaten startup affecting nine life cofounder fight survive motorcyclist loses job doctor face moral dilemma police partner confront opposing choice
Zero Se Restart,7.0, (191),1h 28m,Heartwarming documentary about the lengths filmmakers went to in order to produce and shoot the critically acclaimed film 12th Fail (2023). A gentle and light-hearted tale of perseverance in the face of repeated setbacks.,zero se restart heartwarming documentary length filmmaker went order produce shoot critically acclaimed film fail gentle lighthearted tale perseverance face repeated setback
