Title,Rating,Votes,Duration,Storyline
4967. Maa Nanna Superhero,6.6, (440),2h 7m,"Johnny embarks on a mission to help his adoptive father, inadvertently reuniting with his biological father Prakash, who was forced to abandon him years ago but now seeks reconciliation."
4968. Rudhiram,7.7, (94),2h 4m,"Swathi, who was once a free and progressive young woman, is now captivated by an unknown man. She needs to find the reason why she was captured and escape this trap from a masked man who has no limits when it comes to torture."
4969. Moneyslapper,8.1, (11),2h 9m,"In dreary Porac Pampanga, a young man, Daniel (John Lloyd Cruz), abandons his motherland after winning the biggest cash prize in the history of Philippine lottery. Five years later, he is searching for home and redemption through the people that make up his past. With each visit, his story unfolds like the last digit of a winning combination."
4970. Documentary of Baby Assassins,7.6, (36),1h 35m,A documentary following the making-of and production of Baby Assassins: Nice Days.
4971. The White Mountain,6.7, (42),1h 34m,"Follow elite heli-rescuer Bastien and female extreme skier, Hadley as they confront personal challenges on and off one of the world's most iconic mountains, exploring risk, resilience, and our bond with nature amid climate change."
4972. L'invenzione di noi due,5.2, (52),1h 46m,"After over 20 years together, Milo and Nadia's relationship is on the rocks. Determined to win her back, Milo decides to woo Nadia again by writing to her under a different identity, just as he did when they first met."
4973. Un paseo por el Borne,6.7, (78),1h 52m,"An insignificant film course in a small town. A failed filmmaker who will be the teacher. And five students who, with their strength and passion for making films will ""pull"" him giving back the hope he lost."
4975. Electric Lady Studios: A Jimi Hendrix Vision,6.7, (123),1h 29m,"Creation of Electric Lady Studios by Jimi Hendrix, from nightclub ruin to state-of-the-art facility. Includes interviews, unseen footage and track breakdowns by engineer Eddie Kramer."
4976. Luigi's Mansion,5.8, (24),1h,"After arriving at his new mansion, Luigi discovers that the mansion is infested with ghosts! With the help of professor E. Gadd Luigi must brave the terrors of the mansion to save his brother and prevent the return of the evil King Boo."
4977. Counted Out,7.1, (21),1h 29m,"A thought-provoking documentary on the need for reforming math education to address societal issues like inequality, climate change, and political polarization, offering an empowering new approach."
4978. Cast & Crew,8.1, (9),1h 36m,"In the midst of a creative crisis after years of making short films, a group of friends foolishly endeavor on a way to break out of their seemingly hopeless situation: make their first feature film with no money, credibility, or talent."
4980. Dying to Be Famous,3.2, (156),1h 25m,"A social media influencer with a dark alternate personality, goes to extreme measures to achieve fame, unaware her success is entwined with her inner demons"
4981. Uma & Haggen: Mitos,6.6, (124),1h 34m,"In a pre-Hispanic fantasy world, a Mesoamerican princess joins forces with a Viking boy. Despite being total opposites, they embark on a mission in which companionship and loyalty are the key to restoring harmony to both of their kingdoms."
"4982. María, Me Muero",5.2, (138),1h 33m,"Maria's hypochondriac husband believes every cold is terminal. After enduring his antics, Maria takes matters into her own hands to address his irrational fear of death."
"4983. Don't Cry, Butterfly",6.3, (158),1h 37m,"In a suburban town near Hanoi in the early 2000s, housewife Tam finds out that her husband is cheating on her. Instead of confronting him, she voodoos her husband back into love."
4984. Art of a Hit,4.1, (229),1h 33m,"With their careers on the line, a late-90s rock band journeys to a French chateau to record with an elusive super-producer. But as tensions rise and tempers flare, they realize they're up against more than just the pressure to succeed."
4985. Witches of God,6.9, (25),1h 13m,"In a post-plague world, two nuns assist a woman accused of witchcraft. As they journey, each harbors personal demons and secrets, adding tension to their quest. Themes of faith, survival, and the consequences of fear are explored."
4986. O Melhor dos Mundos,6.4, (72),1h 10m,"Lisbon, 2027. Marta and Miguel are both researchers that are part of a scientific group and a couple in their private lives. Their relationship will be put to the test on one decisive night when the parameters that Marta is analyzing point to the very high probability of a major earthquake hitting Lisbon. The group splits, debating whether or not to warn the population of the possible impending tragedy."
4989. The Seven Darks,4.1, (130),1h 3m,A man receives 7 phone calls from a dark entity.
4990. Not My Day,7.0, (6),1h 30m,"A young man wakes believing it's his first day at a new job, but learns he was never hired. What will he do next?"
4991. Fûto Tantei: Kamen Rider Skull no Shôzô,7.3, (93),1h 22m,"A rookie detective's assistant in the windswept Fuuto city follows his mysterious boss while battling strange monsters called Dopants. A new case arrives, setting up a life-changing evening for everyone involved."
4992. La Chancla Del Diablo,4.0, (28),1h 30m,"After a spanking, a young 9-year-old Latin boy realizes the new pair of chanclas (sandals) his mom purchased from the local dollar store are possessed by a demonic spirit."
4994. Rhino Man,8.8, (53),1h 36m,RHINO MAN is an award-winning documentary about the courageous wildlife rangers who risk their lives every day to protect South Africa's iconic rhinos from violent poaching syndicates.
4996. The Rulers,8.6, (480),2h,"Poor villager Roopa falls for wealthy Sandeep who impregnates her, then deceives. With activist Sandesh's help, she forces Sandeep to marry but faces abuse from his family. Sandesh takes legal action. Will justice prevail for Roopa?"
4997. December 31st Express,6.6, (589),1h 25m,"December 31st Express was supposed to be an ordinary, quiet rail run, at least that's what conductor Mykola Ivanovych thought, but fate had other plans for this."
4999. Oppa,8.2, (56),1h 24m,"Depicts a teacher ensnared in an online romance scam, revealing Malaysia's cybercrime Challenges. Royal Police's pursuit adds suspense."
5000. Maple Leaf Dreams,4.7, (154),1h 41m,"A young Filipino couple move to Canada to try to make a life for themselves, but struggle with loneliness and have trouble making ends meet."
5001. Beyond the Gaze: Jule Campbell's Swimsuit Issue,7.6, (83),1h 47m,"Jule Campbell's 32-year reign as editor of Sports Illustrated's Swimsuit Issue, transforming it into a media empire. Exploring changing beauty standards, feminism's evolution, and interviews with Campbell and supermodels she championed."
5002. Tiger's Trigger,4.2, (22),1h 24m,"A girl is in a hospital room caring for her hopeless mother. When the girl is tired of her life and tries to make her own decision, a silent old man who is taking care of another patient approaches her."
5003. Sign Here,6.3, (287),1h 40m,"Love forever is a thing of the past. That's why there is an algorithm that matches couples every 4 years. Fran meets Roque, with whom she feels something unimaginable. Would it be tragic if they dare to stay together for more than 4 years?"
5004. Ducobu passe au vert!,4.0, (176),1h 30m,Ducobu's usual tricks are not working so he decides the best way to avoid having to learn is to become an Eco Warrior
5005. Final Wager,8.2, (322),1h 32m,"Former gambling addict Chance needs $60,000 to save his mother from nursing home eviction. He falls back into old habits, discovering he's never lost a bet on Christmas. Is this his miracle or just an addict losing control?"
5006. TKT,6.2, (163),1h 23m,"A teenage girl in a coma journeys through her memories, trying to uncover what led to her hospitalization."
5007. Rokjesnacht,4.9, (269),1h 35m,"Neurotic Jenny and number-cruncher Bob are hell-bent on dating. When they are unexpectedly matched via a new dating platform, matchmaker Roos tries to show Bob and Jenny that despite their differences, they are the perfect match."
5009. The Miner's Son,6.3, (50),1h 58m,A Rock band struggles for success whilst getting duped by a rogue producer amid the miners strike of 1984.
5010. El salto,5.7, (186),1h 36m,"Ibrahim has a home, partner, Mariama, and work in Madrid. Suddenly he reckons the only way back is to jump the fence from Morocco into Spanish protectorate Melilla, a challenging physical feat"
5011. Broken Promises 5 Vengeance,8.5, (77),2h 6m,"Natalie has to contend with moving on with her life after leaving her abusive boyfriend of 5 years. Her only hope is another GBV victim, Mandoza."
5012. Drame Aale,6.9, (67),2h 3m,"A theatre troupe from Punjab visit London to put on a show, where their host falls in love with an actor's family member."
5014. It's Ok,8.2, (545),1h 30m,An intimate look inside the life of Lebanese superstar Elissa as she prepares to drop her first independent album and reflects on her path to stardom.
5015. Pod szarym niebem,6.9, (101),1h 21m,"A Belarusian journalist's covert livestream of government crackdowns on peaceful protesters after rigged elections leads to her arrest. Her husband remains by her side, facing consequences from a regime bent on breaking them."
5016. Tapeface,5.6, (17),1h 8m,Tapeface goes out for a late night snack
5020. The Rubber-Keyed Wonder,7.4, (290),2h 21m,"Sinclair ZX Spectrum. This film goes into all the finer details of how and why the ZX Spectrum was created, what impact the computer had as well as the various versions"
5021. Boy in the Pool,6.2, (22),1h 28m,"Seok-young loves swimming and meets mysterious Woo-ju in the countryside. They grow close after he saves her from drowning, but separate when he leaves to pursue his dream. Will they reunite someday?"
5022. Les cadeaux,5.3, (330),1h 24m,"The Stain family are in a frenzy of preparations. But between crazy ideas, clumsiness and family tensions, chaos invites itself to the party."
5023. Lorry Chapter-1,6.9, (4.3K),3h 3m,"Harshavardan, an ex-convict mechanic, is tasked to deliver a lorry with a valuable load to Mumbai. He gets entangled with the villainous Pratap, who wants to become CM through illegal means."
5024. Abudeka Is Back,5.6, (66),2h,"Two ex-detectives return to Yokohama from New Zealand. While investigating a lawyer's murder and meeting Fei Long, they search for a client's missing mother amid a terrorist threat."
5026. My Way,7.2, (57),1h 18m,A compelling voyage to the heart of an iconic song that explores the timeless classic's universal appeal and long-lasting legacy.
5027. Yolki 11,4.3, (343),1h 32m,"Uncle Yura, serves as a security guard in an elite village, raises a mini-pig Kostya and does not like New Year at all."
5028. Nanoshark,3.4, (91),1h 8m,"Scientists use nanotechnology to shrink a shark, which is injected into a person to cure a rare blood disorder. When the shark does more harm than good, a team of adventurers enters the bloodstream to kill the smallest shark ever."
5030. Babli,6.4, (576),2h 14m,"Abhirup and Babli meet, and Babli falls for Abhirup. She later discovers Abhirup loves Jhuma, her friend, who is talented and beautiful. The story explores their emotional conflicts and struggles with these intertwined relationships."
5031. Marigold,8.0, (77),2h 7m,Krishna and his friends plan to steal a stash of gold from police officers. But their plan gets messed up. Will he solve the mystery and set things right?
5034. Serov,6.2, (13),1h 27m,"A haunting, intense drama of Soviet/American relations before the rise of the KGB. Elegant, film noir style captures the tension of the time periods involved and intensifies the performances of Serov, Banks, Allison, and others. If you like historical fiction this film will grab you. If you like tension and the examination of complex relationships, this film will grab you. Is Serov a hero, victim or villain? You decide."
5035. El molino,5.4, (39),1h 47m,A young engineer returns to her hometown of 12 inhabitants for an important project that coincides with the annual event in the valley.
5036. Samaya bolshaya luna,2.3, (162),1h 45m,"Half-emer Denis seeks a savior for his world of emotionally-powerful, pain-immune beings who can't experience love."
5038. Ivo,6.2, (123),1h 44m,A married palliative care nurse gets embroiled in an affair with her ill patient's husband.
5039. Alien Love,5.9, (102),1h 15m,"Astronaut Ryan Van Hill-Song returns from space, a hero. His wife, Sadie, suspects his time in space went wrong and discovers they're pregnant. NASA sends men to track them down."
5040. Burning Stars,6.6, (60),1h 24m,A group of young students who embark on a top-secret mission that they know is impossible but still do it. They use themselves as bait to break through numerous encirclements just to complete an extreme evacuation operation.
5041. Kaimynai,6.4, (183),1h 18m,"A couple spending their boring married days discovers that settlers have taken up residence in the apartment next door. The story begins with a nice introductory dinner, and almost ends with the divorce of both couples."
5042. Dickweed,6.8, (59),1h 30m,Two people got kidnapped. One man lost his dick. No-one got any money. This heist-gone-horribly-wrong led one Newport Beach detective on an international manhunt for the most twisted criminal he'd ever hunted.
5043. Village Keeper,6.2, (38),1h 23m,"A grieving widow, paralyzed by anxiety struggles to protect her kids in a city gripped by violence. Finding solace in cleaning, she inadvertently uncovers her own long-buried trauma while tidying a bloody crime scene."
5044. I Brake for Caterpillars,5.1, (45),1h 33m,"Misdiagnosed with a terminal illness, a computer nerd dates his hospice worker, while suspecting someone is out to get him."
5045. Kaalapatthar,5.4, (1K),1h 53m,"Shankar, who serves in the Indian Army. In his hometown of Mudalpur, a statue is erected, leading to a series of confusion. Shankar returns to the town, facing the dilemma of whether to safeguard the idol or quell the unrest among people."
5047. Eros,6.5, (43),1h 48m,"This explores the architectures of sex, love and intimacy through one of Brazil's most adored and infamous institutions: The Motel. The footage provide a unique insight into the sexual and emotional psyche of a nation."
5048. The Perfect Mother,5.4, (52),1h 32m,A resilient mother escapes prison to reclaim her son and confront those who betrayed her
5049. SCP: The Infinite Mission,6.0, (47),16+,"On a mission to transport a mysterious subject through the desert, an elite team of agents finds themselves stuck in a quantum loop with a powerful and elusive assailant as they experience different possibilities."
5051. Rang De Basanti,8.5, (185),2h 54m,"Shivam, martyrs during a mission. Anita falls in love with Shivam's son, Amar, and her father wants Amar to serve the country. As a result, Amar enlists in the army, and while on a mission"
5052. Letuchiy korabl,3.2, (485),1h 40m,"The Tsar is having his daughter Zabava marry a charmingly handsome and a handsomely charming Paul, a rich heir and a foreign fancy pants. However, it's a bit of a challenge, since Zabava wants a marriage of love, not of calculation. Her unexpected encounter with sailor Ivan, a simpleton yet an honest and endearing guy, messes up Paul's plans of snatching the crown. Deeply in love with the princess, Ivan enlists help from the residents of an enchanted forest to build a Flying Ship which would then take him and his beloved away. The brave sailor is in for serious confrontation with the sneaky Paul, who's using dark magic to bring his unwanted opponent down. However, true love is going to win this battle: with the evil mastermind punished, Ivan and Zabava step aboard the magic Flying Ship and set sail towards a new common dream of theirs."
5053. Savanna and the Mountain,6.2, (77),1h 17m,"A hybrid documentary captures the villagers of Covas do Barroso, Portugal, as they creatively resist a British company's plans for a massive open-cast lithium mine through musical performances and Western-inspired staging."
5055. Mayavanam,1.8, (299),1h 43m,"Four medical school friends hike into remote backcountry, hoping for adventure, but soon find themselves in a desperate fight for survival, encountering one crisis after another."
5056. Dark Motel,3.1, (20),1h 20m,"Five foreign students are traveling to reach the party of the year. During the trip, their car breaks down and they have to wait for help in a strange Motel, owned by a weird man, Angel. What seems to be a simple stop becomes a long nightmare from which they'll try to wake up, but will they be able to do it?"
5058. Serra das Almas,5.0, (94),2h,"In Pernambuco, a jewel robbery brings together an old group of misfit friends, with catastrophic results. Watched over by ghosts from the past, each of them will have to find their own way to freedom."
5059. A Country Called Ghana,6.0, (45),1h 27m,A foreigner led by some Nigerians enters a small Ghanaian village with the intention of stealing something precious from them. Will they succeed in their quest?
5060. All About the Levkoviches,6.9, (1.2K),1h 25m,A generous and stubborn elderly boxing coach who gets along with everyone except his own son. They're reunited after the death of the old man's wife and forced to face old grievances.
5061. Homegrown,6.6, (186),1h 49m,"Three Trump supporters from different backgrounds unite to campaign across America in 2020, advocating for his re-election while laying foundations for what they hope will be a long-lasting political movement."
5062. Tobias and the Arcane Merchant,8.8, (62),2h 47m,Tobias the Hybrid Tram Engine's sense of identity is thrown into question when a mysterious enemy returns to the railway with a hidden agenda and throws everyone's lives into chaos.
5063. Boda Love,6.9, (44),1h 47m,A humble boda boda driver rescues a lonely British woman after she falls for an internet romance scam in Kenya.
5064. Ateez World Tour: Towards the Light - Will to Power,8.9, (79),4h 28m,"Ateez's kicks off their world tour, Towards the Light - Will to Power, in Seoul in January 2024."
5065. 2 Fingers Honey 2,4.1, (113),1h 46m,"The sequel to the movie ""2 Fingers Honey"" by Ermal Mamaqi. The adventures of the newly married couple continue. This time, they leave for a family vacation to Turkey but mix up their plane tickets and end up at the wrong airport."
5067. Yintah,7.8, (334),1h 50m,"A focus on the impact on the lives of the Wet'suwet'en people who live on unceded territory, as they oppose the construction of multiple pipelines."
5068. Lampir,5.3, (277),1h 37m,"A group of friends on a pre-wedding photoshoot at a luxurious and vintage villa unexpectedly find themselves trapped in the sacred lair of Mak Lampir, who is said to crave eternal beauty. Can they survive Mak Lampir's deadly game?"
5069. Rosetta Stoned,7.0, (37),1h 35m,"Ryan, a reclusive pothead, agrees to get highly functioning autistic classmate Edward high in exchange for homework answers but soon realizes he's in for more than he bargained for when Edward makes advances at friendship. Rosetta Stoned is a micro budget passion project that was filmed entirely in Ann Arbor, MI, on a budget of roughly $30,000. If rated by the MPAA, Rosetta Stoned would be rated R for language, drug use, sexual content, and partial nudity."
5070. K3 en het lied van de zeemeermin,6.0, (86),1h 44m,"Three girls' beach vacation turns chaotic when magic transforms them into mermaids. With locals viewing mermaids as monsters, they must avoid water and break the spell within three days or remain mermaids forever."
5071. The Deadly Swarm,2.4, (227),1h 21m,"A group of friends attend a medical trial retreat. Run by the suspicious Dr. Feldman, they soon discover the shocking secret of why they are there."
5072. Death,6.6, (37),1h 17m,"A suicidal woman lies in a bathtub. Her past life flashes by, her memories are often incoherent and confused."
5073. Real Estate Sisters,4.5, (35),1h 24m,"Two struggling real estate agents unexpectedly acquire an exclusive mansion but discover a dead body, leading them on a chaotic journey to secure a life-changing deal while evading trouble."
5074. Vile & Miserable,6.6, (227),1h 54m,"In a world where books and cars share a sales floor, a misanthropic and immortal bookselling demon is forced to team up with a young, enthusiastic human assistant to save his bookstore."
5075. Caras Vemos,4.6, (162),1h 43m,"A mystical encounter leads an unconventional family to swap bodies. Mother becomes a teen, father becomes son, youngest daughter inhabits father's body, lethargic brother is in teenage sister's body, little girl becomes wise mother."
5076. Daemon Mind,3.5, (69),1h 34m,A neuroscientist creates a device which frees her inner Daemon allowing her to seek a terrible vengeance upon her enemies
5077. Sharp Teeth,2.8, (13),1h 11m,"Zhang Shuo invites his best friend to go on a holiday trip with his girlfriend Liu Mengxiang and her best friend. He originally plans to make his long-prepared proposal during the trip, but it is unexpectedly disrupted. After accidentally checking into the most luxurious Neverland Hotel in the area, everyone cannot hide their glee, anticipating a more exciting journey ahead. However, behind the hotel's luxury lies a shocking secret. Niu Ye, the owner of Neverland Hotel, obtained a weird deep-sea fish from the market through illegal means. Upon realizing that the offspring produced by the big fish has a delicious and unique taste, a greedy ambition grows. Due to operation errors, a large number of the strange and aggressive big fish's offspring enter an area where humans live through a pipeline, triggering a chain of disasters."
5078. Il segreto di Liberato,7.3, (247),1h 30m,"Liberato, the anonymous Neapolitan artist whose career began in 2017 with music fusing Neapolitan neo-melodic tradition, R&B, and electronics with hip-hop influences. Nothing is known about him, not even his face, only his symbol: a rose."
5079. Deadly Retreat,4.7, (125),46m,Escape to a secluded cabin where laughter and terror collide in Deadly Retreat. This genre-bending comedy/horror film takes you on a thrilling journey that will leave you both screaming and chuckling in your seat.
5080. The Killing Roads,6.3, (420),1h 55m,"The Killing Roads"" exposes the terror unleashed on October 7, 2023, when Hamas and other Palestinian terrorists launched coordinated attacks across the roads of southern Israel, leaving a trail of devastation and horror in their wake."
5081. Intrusive,6.1, (32),2h 31m,"A married man's forbidden encounter with his wife's friend spirals into a maze of guilt and conflicting loyalties, forcing him to navigate the aftermath of one passionate mistake."
5082. Chandranum Policeum,6.8, (591),1h 53m,"Three police officers accompany a suspected criminal on a day-long journey through challenging terrain, during which they witness a startling incident."
"5084. Sorry, We're Dead",8.7, (44),1h 26m,Cinema and reality blur with comic deconstruction when Lana's movie falls through the ceiling into her life.
5085. Look to the Light,3.2, (216),1h 31m,...Life of a wannabe celebrity influencer takes a tragic turn as he chooses fast track insta-fame over love.
5087. The Cats of Gokogu Shrine,7.1, (128),1h 59m,An ample cat colony inhabits a Shinto shrine. Residents care for them; others disturbed by the mess. Filmmaker Kazuhiro Soda observes their coexistence.
5088. Jamalaye Jibonto Bhanu,7.3, (78),2h 9m,"Scientist Samyomoy Banerjee invents a time machine but dies mysteriously. In heaven, actor Bhanu Banerjee suspects foul play and vows to send him back. Will Samyomoy return to finish his invention?"
5089. The Bearded Mermaid,5.3, (55),1h 35m,"Gay life in a small town find it boring, but they discover extraordinary fates."
5090. Nu Jiang,7.5, (8),1h 46m,"It tells the story of Hu, a swordsman inheritor who lost his daughter and traveled thousands of miles to find the truth, and finally gained understanding and forgiveness."
5094. Here & There,5.3, (350),1h 30m,"A visa problem forces Adrien back to Paris after 15 years in Senegal with his wife Aminata. Her cousin Sékou, distanced from his Senegalese origins, takes him in. As Adrien waits to return, Sékou shows him France, sparking surprises."
5095. Finder,6.0, (93),1h 51m,"An organisation that finds people who have been in prison for crimes they have not committed, in the United States. The organisation takes efforts to prove them innocent and get their due compensation from the government."
5096. Complotul Bonelor,3.1, (361),1h 49m,"Virgil is a successful Romanian businessman. However, in the realm of emotions, things are not as one might expect. Following three marriages, he has ended up with nine children whom he is raising with the help of three nannies."
5097. Ma Da: The Drowning Spirit,4.5, (234),1h 30m,"Corpse collector Le confronts MA DA - the vengeful drowning spirit, after it abducts her daughter. Determined to save her child, Mrs. Le embarks on a desperate rescue to prevent her child's ghostly fate beneath the Mekong River."
5098. Tschugger - Der Lätscht Fall,8.2, (218),2h 27m,"Bax and Pirmin are back in the police force. However, the two cult cops from Valais have to deal with a simple sprayer case, while the rest of the department has to solve the discovery of a charred body. Bax, who has taken up residence in Pirmin's garage, is still on the trail of Biffiger's secret. He soon suspects his entire circle of acquaintances, while Pirmin himself comes under fire from his Tschugger colleagues. At the same time, the Valais, indeed the whole world, is threatened with disaster and even the Pentagon, the US Department of Defense, is involved."
5099. Den ensomme dræber,7.5, (34),1h 52m,"On the same day as two terrorist attacks in Copenhagen, the newspaper owner and editor-in-chief of the 'Copenhagen Daily News', is trying to figure out how to save his family legacy."
5101. Prabuthwa Junior Kalashala,6.7, (2.1K),2h 11m,"Vasu, a boy hailing from a humble village and belonging to a lower-middle-class family, emerges as the top student in his college. However, everything changes when he notices the name ""Kumari"" written on the college walls."
5102. Dark Fusion,7.9, (287),1h 30m,"The Stellar corporation discovers a new source of power on an extraterrestrial planet and sends a soldier to recover a sample of that energy, on Earth Dr. Robert Clay, head of the investigation team, develops a suit based on that energy."
5103. Bored Games,3.4, (141),1h 16m,"Three couples ride out the apocalypse in an underground bunker playing board games but when their food supplies deplete, along with their sanity, the rules go out the window as they play the game of ravenous hunger."
5105. Appu,7.7, (212),1h 32m,"Elephant calf Appu undertakes perilous journey across ocean and treacherous forest to save father from poachers' grip, aided by loyal dog Tiger and runaway child Neena, uncovering his extraordinary abilities."
5107. Abracadaver,4.9, (125),1h 54m,Three magician brothers reunite to pull off an impossible heist: stealing a priceless twin mummy from a heavily guarded location to preserve their family's legacy in the circus world.
5108. Thekku Vadakku,3.8, (343),2h 10m,"Two rivals, a retired engineer and rice mill owner, engage in a fierce competition. Their feud entertains the town as they battle to determine the ultimate victor and whether the loser accepts defeat gracefully."
5110. No Voltees,5.4, (258),1h 34m,"When two siblings return to their childhood home, they are confronted by a violent, supernatural presence that dwells deep within their worst traumas."
5112. Blue Rodeo: Lost Together,8.2, (70),1h 28m,"A feature documentary about one of Canada's most beloved bands whose songs are like lifelong friends, having seeped into every stage of our lives. Theirs is a tale of determination, success and 40 years of enduring friendships."
5113. Arda Turan: Yüzlesme,5.9, (1.2K),1h 38m,"The documentary chronicles the life and career of Turkish football star Arda Turan, highlighting his remarkable achievements on the international stage."
5114. Honey Money Phony,6.1, (300),1h 55m,"A working girl accidentally incurs a massive debt. She crosses paths with a con man. Amidst lies and deceit, they navigate a tumultuous journey, questioning their paths in life."
5115. Komandir,6.3, (561),2h 24m,"A boy from a remote village overcomes wartime hardships and post-war devastation to establish the Group A anti-terrorist unit, later known as Alpha Group, tracing his journey from a fatherless childhood to founding an elite force."
5117. Khane-ye Arvah,3.3, (244),1h 10m,"As the characters enter the large and mysterious house, they do not know that with each entry, a dark secret from the house's past is revealed; secrets that affect the lives of each individual."
5118. Star Abyss,3.8, (310),1h 26m,"Humans travel through star gates. A spaceship gets trapped in the Star Abyss. Only 4 of 15 passengers can use hibernation pods. In panic, someone releases an alien monster to kill others for survival."
5119. Dark Deceptions,5.6, (56),1h 22m,"Accused of her husband's brutal murder, a tenacious woman must unravel a web of lies and evade deadly threats to prove her innocence and unmask the true killer."
5120. Dinner with Leatherface,7.3, (73),1h 46m,"Documentary about Gunnar Hansen, the actor who portrayed Leatherface in ""The Texas Chainsaw Massacre"" (1974). Friends, colleagues, filmmakers, and fellow actors share personal stories and discuss the dichotomy between the maniacal chainsaw-wielding character he played on-screen and the very intelligent, creative, soft-spoken man he actually was in real life."
5121. Dirty Thirty,3.2, (29),1h 36m,"Naomi Turner is celebrating her 30th birthday, but a night of alcohol and drugs leads to a hangover with no memory--and Naomi missing. As her husband Justin searches for her, he finds nothing but secrets and lies."
5122. Helt væk,6.9, (27),49m,"A coming-of-age tale about a group of suburban boys whose carefree, hash-fueled days are suddenly shaken by family turmoil and the harsh reality of adulthood closing in."
5124. Barbenheimer and the Cult of Walt Disney,9.1, (127),1h 49m,"It's the summer of Barbie and Oppenheimer aka Barbenheimer, and The Egos take on blockbuster madness with a Top Gun parody. When streaming numbers plummet, they uncover the bizarre cult of Walt Disney."
5125. I Am Martin Parr,7.2, (281),1h 8m,"Since the 1970s, Martin Parr has held up a sometimes tender, sometimes critical and always mischievous mirror to our times. Through this intimate road trip across England, discover the men who revolutionized contemporary photography."
5126. Beneath Sheep's Clothing,6.5, (61),1h 49m,"A gripping exploration of Soviet strategies to infiltrate education and religion, drawing parallels to similar efforts in American schools and churches over the past century."
5128. A kiút,9.4, (62),47m,István wakes up in a psychiatric hospital which has been closed for a long time. Will he get out or will he be lost forever in this cursed place?
5129. Riki Rhino: The Bird Kingdom,4.6, (31),1h 49m,"A fun, family adventure that follows a brave rhino named Riki and his duck friend Beni as they journey through tropical jungles to find a magic seed that will help save their home from a foreseen tsunami."
5130. Tekka,6.1, (2.4K),2h 15m,"A janitor who lost his job and is trying to get it back by holding a girl hostage. Things get complicated when the girl's mother, Pooja, kidnaps Iqlakh's son Guddu, creating a stalemate between the parents."
5131. The Carters,5.0, (37),1h 15m,"After a global medical experiment goes wrong, men across America begin changing-violently. One family realizes too late what they agreed to."
5132. Yang Guang Ju Le Bu,5.8, (33),1h 33m,"Wu You is as carefree as his name suggests. He is single and lives with his nearly 70-year-old mother Zhang Baoxia. He joins an organization called Sunshine Club and becomes a senior partner, but his mother suddenly falls ill."
5133. Sangre Joven,2.5, (20),1h 10m,"The world has changed, the human and vampire races live together on a daily basis. The blood that vampires drink is artificial. They no longer go out hunting and their blood becomes precious because it preserves human life for much longer."
5135. The Legend of the Vagabond Queen of Lagos,7.3, (69),1h 40m,A young mother from a waterfront slum in Lagos stumbles upon a horde of corrupt blood money.
5136. Silence of the Sea,5.4, (51),1h 58m,A painter's quest for authentic beauty collides with deception and death in the art world.
5137. Bis Repetita,5.7, (552),1h 26m,"Delphine, a disillusioned literature teacher, has a deal with her pupils: they leave her in peace and she gives them 19/20 marks. But the deal backfires when her fictitious results send her class to the world Latin championship in Naples."
5139. Nice Ladies,7.1, (112),1h 32m,A team of ageing Ukrainian cheerleaders hold on to their friendship as each navigates the trauma of war in her own way.
5140. Eravamo Bambini,6.4, (219),1h 41m,"In a Carabinieri station in a small town on the Calabrian coast, a marshal interrogates a young and frightened postman, arrested during the night for threatening a patrol carabiniere with a knife."
5141. Ugravatara,8.1, (2.1K),2h 2m,Exploitation of women which exists in every sphere of society.
5142. A Brothers Bond,4.5, (70),1h 43m,"Tom and Danny, brothers, get entangled in the criminal underworld. They face dangers, self-discovery, and struggle with the path they've chosen, leading to consequences from their involvement in crime and inability to turn back."
5143. Criature,6.5, (86),1h 41m,13 year old Federico and Susy are the sons of the most powerful rival bosses in the Naples. Suddenly life turns into a desperate race that leads them out of all control forever. But also a place where the power of choice is in your hands.
5144. Under a Piaya Moon,8.8, (14),1h 51m,"In 1980s Bacolod City, a young man aspires to continue the family legacy by winning an inter-city pastry competition with the help of his feuding grandfather and grandmother."
5146. Gold Digga,3.1, (24),1h 10m,"Maxine has been living the good life, but her new sugar daddy comes with a problem: his wife."
5147. Eta Amader Golpo,5.4, (81),2h 2m,"An elderly Punjabi man and a Bengali widow fall in love, shocking their contrasting families."
5148. Table for Six 2,5.4, (367),2h 13m,Three brothers marry on the same day and an eccentric group of family members attend.
5150. Like Tears in Rain,8.0, (211),1h 21m,"Actor Rutger Hauer was private, letting few into his inner circle. His goddaughter, director Sanna Fabery de Jonge, explores his life and reveals a man more fascinating than his screen roles."
